Date,Day,Country,Population,Latitude,Longitude,cum_case,cum_recovered,cum_deaths,day_case,day_recover,day_deaths,per_case,per_recover,per_deaths,per_in_treatment
23/01/2020,2,Antigua and Barbuda,97928,17.0608,-61.7964,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
23/01/2020,2,Argentina,45195777,-38.4161,-63.6167,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
23/01/2020,2,Armenia,2963234,40.0691,45.0382,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
23/01/2020,2,Australia,25459700,-25,133,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
23/01/2020,2,Austria,9006400,47.5162,14.5501,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
23/01/2020,2,Azerbaijan,10139175,40.1431,47.5769,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
23/01/2020,2,Bahamas,393248,25.025885,-78.035889,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
23/01/2020,2,Bahrain,1701583,26.0275,50.55,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
23/01/2020,2,Bangladesh,164689383,23.685,90.3563,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
23/01/2020,2,Barbados,287371,13.1939,-59.5432,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
23/01/2020,2,Belarus,9449321,53.7098,27.9534,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
23/01/2020,2,Belgium,11589616,50.8333,4.469936,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
